total_SBA,540,7a,ESTAB,GEO_ID,mean_agi,ZIPCODE,SBA_per_Small,540_per_Small,7a_per_Small,tot_ratio_buckets,tot_ratio_buckets_rank,_540_ratio_buckets,_540_ratio_buckets_rank,_7a_ratio_buckets,_7a_ratio_buckets_rank,mean_agi_buckets,mean_agi_buckets_rank
162,25.0,137.0,826.0,8610000US94928,40275.0,94928,0.19612590799,0.0302663438257,0.165859564165,"(0.163, 0.201]",5.0,"(0.0273, 0.0391]",5.0,"(0.146, 0.178]",5.0,"(36760, 43085]",3.0
33,4.0,29.0,266.0,8610000US94930,71299.0,94930,0.124060150376,0.015037593985,0.109022556391,"(0.111, 0.163]",4.0,"(0.0145, 0.0202]",3.0,"(0.108, 0.146]",4.0,"(58591, 72552]",6.0
68,20.0,48.0,307.0,8610000US94931,46190.0,94931,0.221498371336,0.0651465798046,0.156351791531,"(0.201, 0.25]",6.0,"(0.0535, 0.1]",7.0,"(0.146, 0.178]",5.0,"(43085, 49963]",4.0
4,,4.0,13.0,8610000US94933,,94933,0.307692307692,,0.307692307692,"(0.25, 0.333]",7.0,,,"(0.3, 4]",8.0,,
1,,1.0,,,,94936,,,,,,,,,,,
11,1.0,10.0,35.0,8610000US94937,77002.0,94937,0.314285714286,0.0285714285714,0.285714285714,"(0.25, 0.333]",7.0,"(0.0273, 0.0391]",5.0,"(0.222, 0.3]",7.0,"(72552, 113143.25]",7.0
45,7.0,38.0,402.0,8610000US94939,166476.0,94939,0.111940298507,0.0174129353234,0.0945273631841,"(0.111, 0.163]",4.0,"(0.0145, 0.0202]",3.0,"(0.0323, 0.108]",3.0,"(113143.25, 1015625]",8.0
2,,2.0,12.0,8610000US94940,,94940,0.166666666667,,0.166666666667,"(0.163, 0.201]",5.0,,,"(0.146, 0.178]",5.0,,
155,17.0,138.0,1172.0,8610000US94941,171430.0,94941,0.132252559727,0.0145051194539,0.117747440273,"(0.111, 0.163]",4.0,"(0.00659, 0.0145]",2.0,"(0.108, 0.146]",4.0,"(113143.25, 1015625]",8.0
1,,1.0,19.0,8610000US94942,,94942,0.0526315789474,,0.0526315789474,"(0.0192, 0.111]",3.0,,,"(0.0323, 0.108]",3.0,,
120,19.0,101.0,731.0,8610000US94945,71698.0,94945,0.164158686731,0.0259917920657,0.138166894665,"(0.163, 0.201]",5.0,"(0.0202, 0.0273]",4.0,"(0.108, 0.146]",4.0,"(58591, 72552]",6.0
3,,3.0,29.0,8610000US94946,189530.0,94946,0.103448275862,,0.103448275862,"(0.0192, 0.111]",3.0,,,"(0.0323, 0.108]",3.0,"(113143.25, 1015625]",8.0
84,17.0,67.0,461.0,8610000US94947,66924.0,94947,0.182212581345,0.0368763557484,0.145336225597,"(0.163, 0.201]",5.0,"(0.0273, 0.0391]",5.0,"(0.108, 0.146]",4.0,"(58591, 72552]",6.0
5,1.0,4.0,33.0,8610000US94948,,94948,0.151515151515,0.030303030303,0.121212121212,"(0.111, 0.163]",4.0,"(0.0273, 0.0391]",5.0,"(0.108, 0.146]",4.0,,
142,34.0,108.0,598.0,8610000US94949,75623.0,94949,0.23745819398,0.056856187291,0.180602006689,"(0.201, 0.25]",6.0,"(0.0535, 0.1]",7.0,"(0.178, 0.222]",6.0,"(72552, 113143.25]",7.0
15,5.0,10.0,14.0,8610000US94950,,94950,1.07142857143,0.357142857143,0.714285714286,"(0.333, 5]",8.0,"(0.1, 1]",8.0,"(0.3, 4]",8.0,,
16,2.0,14.0,100.0,8610000US94951,60986.0,94951,0.16,0.02,0.14,"(0.111, 0.163]",4.0,"(0.0145, 0.0202]",3.0,"(0.108, 0.146]",4.0,"(58591, 72552]",6.0
248,49.0,199.0,1241.0,8610000US94952,59200.0,94952,0.199838839645,0.0394842868654,0.16035455278,"(0.163, 0.201]",5.0,"(0.0391, 0.0535]",6.0,"(0.146, 0.178]",5.0,"(58591, 72552]",6.0
4,1.0,3.0,9.0,8610000US94953,,94953,0.444444444444,0.111111111111,0.333333333333,"(0.333, 5]",8.0,"(0.1, 1]",8.0,"(0.3, 4]",8.0,,
171,50.0,121.0,935.0,8610000US94954,51309.0,94954,0.182887700535,0.0534759358289,0.129411764706,"(0.163, 0.201]",5.0,"(0.0391, 0.0535]",6.0,"(0.108, 0.146]",4.0,"(49963, 58591]",5.0
1,,1.0,7.0,8610000US94955,,94955,0.142857142857,,0.142857142857,"(0.111, 0.163]",4.0,,,"(0.108, 0.146]",4.0,,
23,2.0,21.0,85.0,8610000US94956,58832.0,94956,0.270588235294,0.0235294117647,0.247058823529,"(0.25, 0.333]",7.0,"(0.0202, 0.0273]",4.0,"(0.222, 0.3]",7.0,"(58591, 72552]",6.0
3,,3.0,60.0,8610000US94957,,94957,0.05,,0.05,"(0.0192, 0.111]",3.0,,,"(0.0323, 0.108]",3.0,,
105,10.0,95.0,505.0,8610000US94960,121606.0,94960,0.207920792079,0.019801980198,0.188118811881,"(0.201, 0.25]",6.0,"(0.0145, 0.0202]",3.0,"(0.178, 0.222]",6.0,"(113143.25, 1015625]",8.0
1,,1.0,,,,94962,,,,,,,,,,,
1,,1.0,16.0,8610000US94963,,94963,0.0625,,0.0625,"(0.0192, 0.111]",3.0,,,"(0.0323, 0.108]",3.0,,
1,,1.0,9.0,8610000US94964,,94964,0.111111111111,,0.111111111111,"(0.0192, 0.111]",3.0,,,"(0.108, 0.146]",4.0,,
113,16.0,97.0,751.0,8610000US94965,125462.0,94965,0.150466045273,0.0213049267643,0.129161118509,"(0.111, 0.163]",4.0,"(0.0202, 0.0273]",4.0,"(0.108, 0.146]",4.0,"(113143.25, 1015625]",8.0
4,1.0,3.0,8.0,8610000US94966,,94966,0.5,0.125,0.375,"(0.333, 5]",8.0,"(0.1, 1]",8.0,"(0.3, 4]",8.0,,
8,1.0,7.0,29.0,8610000US94970,,94970,0.275862068966,0.0344827586207,0.241379310345,"(0.25, 0.333]",7.0,"(0.0273, 0.0391]",5.0,"(0.222, 0.3]",7.0,,
4,1.0,3.0,6.0,8610000US94971,,94971,0.666666666667,0.166666666667,0.5,"(0.333, 5]",8.0,"(0.1, 1]",8.0,"(0.3, 4]",8.0,,
1,,1.0,9.0,8610000US94972,,94972,0.111111111111,,0.111111111111,"(0.0192, 0.111]",3.0,,,"(0.108, 0.146]",4.0,,
3,,3.0,34.0,8610000US94973,,94973,0.0882352941176,,0.0882352941176,"(0.0192, 0.111]",3.0,,,"(0.0323, 0.108]",3.0,,
1,1.0,,10.0,8610000US94975,,94975,0.1,0.1,,"(0.0192, 0.111]",3.0,"(0.0535, 0.1]",7.0,,,,
1,,1.0,7.0,8610000US94976,,94976,0.142857142857,,0.142857142857,"(0.111, 0.163]",4.0,,,"(0.108, 0.146]",4.0,,
1,,1.0,1.0,8610000US94977,,94977,1.0,,1.0,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
1,,1.0,4.0,8610000US94978,,94978,0.25,,0.25,"(0.201, 0.25]",6.0,,,"(0.222, 0.3]",7.0,,
1,,1.0,9.0,8610000US94979,,94979,0.111111111111,,0.111111111111,"(0.0192, 0.111]",3.0,,,"(0.108, 0.146]",4.0,,
2,1.0,1.0,,,,94980,,,,,,,,,,,
1,,1.0,,,,94983,,,,,,,,,,,
1,,1.0,,,,94997,,,,,,,,,,,
2,,2.0,13.0,8610000US95001,,95001,0.153846153846,,0.153846153846,"(0.111, 0.163]",4.0,,,"(0.146, 0.178]",5.0,,
18,5.0,13.0,51.0,8610000US95002,,95002,0.352941176471,0.0980392156863,0.254901960784,"(0.333, 5]",8.0,"(0.0535, 0.1]",7.0,"(0.222, 0.3]",7.0,,
169,13.0,156.0,628.0,8610000US95003,74583.0,95003,0.269108280255,0.0207006369427,0.248407643312,"(0.25, 0.333]",7.0,"(0.0202, 0.0273]",4.0,"(0.222, 0.3]",7.0,"(72552, 113143.25]",7.0
1,,1.0,61.0,8610000US95004,49963.0,95004,0.016393442623,,0.016393442623,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(43085, 49963]",4.0
27,3.0,24.0,104.0,8610000US95005,55926.0,95005,0.259615384615,0.0288461538462,0.230769230769,"(0.25, 0.333]",7.0,"(0.0273, 0.0391]",5.0,"(0.222, 0.3]",7.0,"(49963, 58591]",5.0
36,,36.0,147.0,8610000US95006,58928.0,95006,0.244897959184,,0.244897959184,"(0.201, 0.25]",6.0,,,"(0.222, 0.3]",7.0,"(58591, 72552]",6.0
2,,2.0,7.0,8610000US95007,,95007,0.285714285714,,0.285714285714,"(0.25, 0.333]",7.0,,,"(0.222, 0.3]",7.0,,
478,90.0,388.0,2049.0,8610000US95008,78143.0,95008,0.233284529039,0.0439238653001,0.189360663738,"(0.201, 0.25]",6.0,"(0.0391, 0.0535]",6.0,"(0.178, 0.222]",6.0,"(72552, 113143.25]",7.0
2,,2.0,1.0,8610000US95009,,95009,2.0,,2.0,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
148,14.0,134.0,545.0,8610000US95010,56015.0,95010,0.271559633028,0.0256880733945,0.245871559633,"(0.25, 0.333]",7.0,"(0.0202, 0.0273]",4.0,"(0.222, 0.3]",7.0,"(49963, 58591]",5.0
2,,2.0,8.0,8610000US95011,,95011,0.25,,0.25,"(0.201, 0.25]",6.0,,,"(0.222, 0.3]",7.0,,
2,,2.0,150.0,8610000US95012,28138.0,95012,0.0133333333333,,0.0133333333333,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"[18558, 31958.75]",1.0
2,,2.0,8.0,8610000US95013,,95013,0.25,,0.25,"(0.201, 0.25]",6.0,,,"(0.222, 0.3]",7.0,,
229,19.0,210.0,1686.0,8610000US95014,126126.0,95014,0.135824436536,0.0112692763938,0.124555160142,"(0.111, 0.163]",4.0,"(0.00659, 0.0145]",2.0,"(0.108, 0.146]",4.0,"(113143.25, 1015625]",8.0
1,,1.0,14.0,8610000US95017,55211.0,95017,0.0714285714286,,0.0714285714286,"(0.0192, 0.111]",3.0,,,"(0.0323, 0.108]",3.0,"(49963, 58591]",5.0
66,3.0,63.0,178.0,8610000US95018,54093.0,95018,0.370786516854,0.0168539325843,0.35393258427,"(0.333, 5]",8.0,"(0.0145, 0.0202]",3.0,"(0.3, 4]",8.0,"(49963, 58591]",5.0
20,,20.0,130.0,8610000US95019,29718.0,95019,0.153846153846,,0.153846153846,"(0.111, 0.163]",4.0,,,"(0.146, 0.178]",5.0,"[18558, 31958.75]",1.0
326,45.0,281.0,1378.0,8610000US95020,54950.0,95020,0.236574746009,0.0326560232221,0.203918722787,"(0.201, 0.25]",6.0,"(0.0273, 0.0391]",5.0,"(0.178, 0.222]",6.0,"(49963, 58591]",5.0
4,1.0,3.0,11.0,8610000US95021,,95021,0.363636363636,0.0909090909091,0.272727272727,"(0.333, 5]",8.0,"(0.0535, 0.1]",7.0,"(0.222, 0.3]",7.0,,
1,,1.0,,,,95022,,,,,,,,,,,
8,,8.0,824.0,8610000US95023,45036.0,95023,0.00970873786408,,0.00970873786408,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(43085, 49963]",4.0
2,,2.0,9.0,8610000US95024,,95024,0.222222222222,,0.222222222222,"(0.201, 0.25]",6.0,,,"(0.178, 0.222]",6.0,,
4,1.0,3.0,,,,95025,,,,,,,,,,,
1,,1.0,2.0,8610000US95026,,95026,0.5,,0.5,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
1,,1.0,,,,95027,,,,,,,,,,,
144,12.0,132.0,725.0,8610000US95030,251335.0,95030,0.198620689655,0.0165517241379,0.182068965517,"(0.163, 0.201]",5.0,"(0.0145, 0.0202]",3.0,"(0.178, 0.222]",6.0,"(113143.25, 1015625]",8.0
5,,5.0,20.0,8610000US95031,,95031,0.25,,0.25,"(0.201, 0.25]",6.0,,,"(0.222, 0.3]",7.0,,
163,30.0,133.0,1007.0,8610000US95032,155327.0,95032,0.16186693148,0.0297914597815,0.132075471698,"(0.111, 0.163]",4.0,"(0.0273, 0.0391]",5.0,"(0.108, 0.146]",4.0,"(113143.25, 1015625]",8.0
15,1.0,14.0,147.0,8610000US95033,121482.0,95033,0.102040816327,0.00680272108844,0.0952380952381,"(0.0192, 0.111]",3.0,"(0.00659, 0.0145]",2.0,"(0.0323, 0.108]",3.0,"(113143.25, 1015625]",8.0
1,,1.0,,,,95034,,,,,,,,,,,
437,74.0,363.0,2169.0,8610000US95035,62455.0,95035,0.201475334255,0.0341171046565,0.167358229599,"(0.201, 0.25]",6.0,"(0.0273, 0.0391]",5.0,"(0.146, 0.178]",5.0,"(58591, 72552]",6.0
2,,2.0,8.0,8610000US95036,,95036,0.25,,0.25,"(0.201, 0.25]",6.0,,,"(0.222, 0.3]",7.0,,
363,100.0,263.0,1219.0,8610000US95037,74379.0,95037,0.297785069729,0.0820344544709,0.215750615258,"(0.25, 0.333]",7.0,"(0.0535, 0.1]",7.0,"(0.178, 0.222]",6.0,"(72552, 113143.25]",7.0
3,,3.0,16.0,8610000US95038,,95038,0.1875,,0.1875,"(0.163, 0.201]",5.0,,,"(0.178, 0.222]",6.0,,
2,1.0,1.0,62.0,8610000US95039,38413.0,95039,0.0322580645161,0.0161290322581,0.0161290322581,"(0.0192, 0.111]",3.0,"(0.0145, 0.0202]",3.0,"(0.0019, 0.0323]",2.0,"(36760, 43085]",3.0
1,,1.0,,,,95040,,,,,,,,,,,
2,,2.0,4.0,8610000US95044,,95044,0.5,,0.5,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
33,4.0,29.0,154.0,8610000US95046,72683.0,95046,0.214285714286,0.025974025974,0.188311688312,"(0.201, 0.25]",6.0,"(0.0202, 0.0273]",4.0,"(0.178, 0.222]",6.0,"(72552, 113143.25]",7.0
375,60.0,315.0,1533.0,8610000US95050,68811.0,95050,0.244618395303,0.0391389432485,0.205479452055,"(0.201, 0.25]",6.0,"(0.0273, 0.0391]",5.0,"(0.178, 0.222]",6.0,"(58591, 72552]",6.0
292,24.0,268.0,1189.0,8610000US95051,72421.0,95051,0.245584524811,0.0201850294365,0.225399495374,"(0.201, 0.25]",6.0,"(0.0202, 0.0273]",4.0,"(0.222, 0.3]",7.0,"(58591, 72552]",6.0
8,2.0,6.0,19.0,8610000US95052,,95052,0.421052631579,0.105263157895,0.315789473684,"(0.333, 5]",8.0,"(0.1, 1]",8.0,"(0.3, 4]",8.0,,
2,,2.0,16.0,8610000US95053,,95053,0.125,,0.125,"(0.111, 0.163]",4.0,,,"(0.108, 0.146]",4.0,,
429,137.0,292.0,1888.0,8610000US95054,99240.0,95054,0.227224576271,0.072563559322,0.154661016949,"(0.201, 0.25]",6.0,"(0.0535, 0.1]",7.0,"(0.146, 0.178]",5.0,"(72552, 113143.25]",7.0
1,,1.0,5.0,8610000US95055,,95055,0.2,,0.2,"(0.163, 0.201]",5.0,,,"(0.178, 0.222]",6.0,,
2,,2.0,6.0,8610000US95056,,95056,0.333333333333,,0.333333333333,"(0.25, 0.333]",7.0,,,"(0.3, 4]",8.0,,
1,,1.0,,,,95057,,,,,,,,,,,
510,26.0,484.0,1581.0,8610000US95060,65521.0,95060,0.322580645161,0.0164452877925,0.306135357369,"(0.25, 0.333]",7.0,"(0.0145, 0.0202]",3.0,"(0.3, 4]",8.0,"(58591, 72552]",6.0
6,,6.0,17.0,8610000US95061,,95061,0.352941176471,,0.352941176471,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
318,19.0,299.0,1012.0,8610000US95062,53288.0,95062,0.314229249012,0.0187747035573,0.295454545455,"(0.25, 0.333]",7.0,"(0.0145, 0.0202]",3.0,"(0.222, 0.3]",7.0,"(49963, 58591]",5.0
2,,2.0,9.0,8610000US95063,,95063,0.222222222222,,0.222222222222,"(0.201, 0.25]",6.0,,,"(0.178, 0.222]",6.0,,
1,,1.0,8.0,8610000US95064,46745.0,95064,0.125,,0.125,"(0.111, 0.163]",4.0,,,"(0.108, 0.146]",4.0,"(43085, 49963]",4.0
61,5.0,56.0,273.0,8610000US95065,68431.0,95065,0.223443223443,0.018315018315,0.205128205128,"(0.201, 0.25]",6.0,"(0.0145, 0.0202]",3.0,"(0.178, 0.222]",6.0,"(58591, 72552]",6.0
146,10.0,136.0,495.0,8610000US95066,77700.0,95066,0.294949494949,0.020202020202,0.274747474747,"(0.25, 0.333]",7.0,"(0.0202, 0.0273]",4.0,"(0.222, 0.3]",7.0,"(72552, 113143.25]",7.0
1,,1.0,9.0,8610000US95067,,95067,0.111111111111,,0.111111111111,"(0.0192, 0.111]",3.0,,,"(0.108, 0.146]",4.0,,
105,9.0,96.0,778.0,8610000US95070,204484.0,95070,0.134961439589,0.0115681233933,0.123393316195,"(0.111, 0.163]",4.0,"(0.00659, 0.0145]",2.0,"(0.108, 0.146]",4.0,"(113143.25, 1015625]",8.0
124,6.0,118.0,418.0,8610000US95073,63507.0,95073,0.296650717703,0.0143540669856,0.282296650718,"(0.25, 0.333]",7.0,"(0.00659, 0.0145]",2.0,"(0.222, 0.3]",7.0,"(58591, 72552]",6.0
1,,1.0,14.0,8610000US95075,53195.0,95075,0.0714285714286,,0.0714285714286,"(0.0192, 0.111]",3.0,,,"(0.0323, 0.108]",3.0,"(49963, 58591]",5.0
357,36.0,321.0,1394.0,8610000US95076,37006.0,95076,0.256097560976,0.025824964132,0.230272596844,"(0.25, 0.333]",7.0,"(0.0202, 0.0273]",4.0,"(0.222, 0.3]",7.0,"(36760, 43085]",3.0
3,2.0,1.0,13.0,8610000US95077,,95077,0.230769230769,0.153846153846,0.0769230769231,"(0.201, 0.25]",6.0,"(0.1, 1]",8.0,"(0.0323, 0.108]",3.0,,
1,,1.0,,,,95080,,,,,,,,,,,
1,,1.0,,,,95086,,,,,,,,,,,
2,,2.0,,,,95087,,,,,,,,,,,
1,,1.0,,,,95089,,,,,,,,,,,
1,,1.0,,,,95100,,,,,,,,,,,
1,,1.0,6.0,8610000US95101,,95101,0.166666666667,,0.166666666667,"(0.163, 0.201]",5.0,,,"(0.146, 0.178]",5.0,,
2,1.0,1.0,,,,95102,,,,,,,,,,,
1,,1.0,,,,95104,,,,,,,,,,,
1,,1.0,2.0,8610000US95106,,95106,0.5,,0.5,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
1,1.0,,,,,95107,,,,,,,,,,,
1,,1.0,,,,95108,,,,,,,,,,,
2,,2.0,3.0,8610000US95109,,95109,0.666666666667,,0.666666666667,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
187,27.0,160.0,1028.0,8610000US95110,53732.0,95110,0.181906614786,0.0262645914397,0.155642023346,"(0.163, 0.201]",5.0,"(0.0202, 0.0273]",4.0,"(0.146, 0.178]",5.0,"(49963, 58591]",5.0
191,39.0,152.0,592.0,8610000US95111,33648.0,95111,0.322635135135,0.0658783783784,0.256756756757,"(0.25, 0.333]",7.0,"(0.0535, 0.1]",7.0,"(0.222, 0.3]",7.0,"(31958.75, 36760]",2.0
657,174.0,483.0,2204.0,8610000US95112,46179.0,95112,0.298094373866,0.0789473684211,0.219147005445,"(0.25, 0.333]",7.0,"(0.0535, 0.1]",7.0,"(0.178, 0.222]",6.0,"(43085, 49963]",4.0
161,16.0,145.0,915.0,8610000US95113,101021.0,95113,0.175956284153,0.0174863387978,0.158469945355,"(0.163, 0.201]",5.0,"(0.0145, 0.0202]",3.0,"(0.146, 0.178]",5.0,"(72552, 113143.25]",7.0
2,1.0,1.0,2.0,8610000US95115,,95115,1.0,0.5,0.5,"(0.333, 5]",8.0,"(0.1, 1]",8.0,"(0.3, 4]",8.0,,
128,20.0,108.0,638.0,8610000US95116,30780.0,95116,0.200626959248,0.0313479623824,0.169278996865,"(0.163, 0.201]",5.0,"(0.0273, 0.0391]",5.0,"(0.146, 0.178]",5.0,"[18558, 31958.75]",1.0
50,3.0,47.0,349.0,8610000US95117,56580.0,95117,0.143266475645,0.00859598853868,0.134670487106,"(0.111, 0.163]",4.0,"(0.00659, 0.0145]",2.0,"(0.108, 0.146]",4.0,"(49963, 58591]",5.0
102,8.0,94.0,576.0,8610000US95118,65382.0,95118,0.177083333333,0.0138888888889,0.163194444444,"(0.163, 0.201]",5.0,"(0.00659, 0.0145]",2.0,"(0.146, 0.178]",5.0,"(58591, 72552]",6.0
70,21.0,49.0,349.0,8610000US95119,62157.0,95119,0.200573065903,0.0601719197708,0.140401146132,"(0.163, 0.201]",5.0,"(0.0535, 0.1]",7.0,"(0.108, 0.146]",4.0,"(58591, 72552]",6.0
96,1.0,95.0,511.0,8610000US95120,119872.0,95120,0.187866927593,0.00195694716243,0.185909980431,"(0.163, 0.201]",5.0,"[0.000264, 0.00659]",1.0,"(0.178, 0.222]",6.0,"(113143.25, 1015625]",8.0
88,10.0,78.0,423.0,8610000US95121,45051.0,95121,0.208037825059,0.0236406619385,0.184397163121,"(0.201, 0.25]",6.0,"(0.0202, 0.0273]",4.0,"(0.178, 0.222]",6.0,"(43085, 49963]",4.0
151,13.0,138.0,852.0,8610000US95122,28987.0,95122,0.177230046948,0.0152582159624,0.161971830986,"(0.163, 0.201]",5.0,"(0.0145, 0.0202]",3.0,"(0.146, 0.178]",5.0,"[18558, 31958.75]",1.0
170,5.0,165.0,1046.0,8610000US95123,57257.0,95123,0.162523900574,0.00478011472275,0.157743785851,"(0.111, 0.163]",4.0,"[0.000264, 0.00659]",1.0,"(0.146, 0.178]",5.0,"(49963, 58591]",5.0
164,15.0,149.0,1018.0,8610000US95124,85066.0,95124,0.161100196464,0.0147347740668,0.146365422397,"(0.111, 0.163]",4.0,"(0.0145, 0.0202]",3.0,"(0.146, 0.178]",5.0,"(72552, 113143.25]",7.0
315,36.0,279.0,1380.0,8610000US95125,98609.0,95125,0.228260869565,0.0260869565217,0.202173913043,"(0.201, 0.25]",6.0,"(0.0202, 0.0273]",4.0,"(0.178, 0.222]",6.0,"(72552, 113143.25]",7.0
240,42.0,198.0,1037.0,8610000US95126,73141.0,95126,0.23143683703,0.0405014464802,0.19093539055,"(0.201, 0.25]",6.0,"(0.0391, 0.0535]",6.0,"(0.178, 0.222]",6.0,"(72552, 113143.25]",7.0
88,7.0,81.0,552.0,8610000US95127,42568.0,95127,0.159420289855,0.0126811594203,0.146739130435,"(0.111, 0.163]",4.0,"(0.00659, 0.0145]",2.0,"(0.146, 0.178]",5.0,"(36760, 43085]",3.0
250,36.0,214.0,1201.0,8610000US95128,63332.0,95128,0.208159866778,0.029975020816,0.178184845962,"(0.201, 0.25]",6.0,"(0.0273, 0.0391]",5.0,"(0.146, 0.178]",5.0,"(58591, 72552]",6.0
202,21.0,181.0,1041.0,8610000US95129,91344.0,95129,0.19404418828,0.0201729106628,0.173871277618,"(0.163, 0.201]",5.0,"(0.0145, 0.0202]",3.0,"(0.146, 0.178]",5.0,"(72552, 113143.25]",7.0
22,2.0,20.0,160.0,8610000US95130,69665.0,95130,0.1375,0.0125,0.125,"(0.111, 0.163]",4.0,"(0.00659, 0.0145]",2.0,"(0.108, 0.146]",4.0,"(58591, 72552]",6.0
445,139.0,306.0,1368.0,8610000US95131,63913.0,95131,0.325292397661,0.101608187135,0.223684210526,"(0.25, 0.333]",7.0,"(0.1, 1]",8.0,"(0.222, 0.3]",7.0,"(58591, 72552]",6.0
70,5.0,65.0,377.0,8610000US95132,56320.0,95132,0.185676392573,0.0132625994695,0.172413793103,"(0.163, 0.201]",5.0,"(0.00659, 0.0145]",2.0,"(0.146, 0.178]",5.0,"(49963, 58591]",5.0
108,23.0,85.0,388.0,8610000US95133,48071.0,95133,0.278350515464,0.0592783505155,0.219072164948,"(0.25, 0.333]",7.0,"(0.0535, 0.1]",7.0,"(0.178, 0.222]",6.0,"(43085, 49963]",4.0
59,7.0,52.0,612.0,8610000US95134,83866.0,95134,0.0964052287582,0.0114379084967,0.0849673202614,"(0.0192, 0.111]",3.0,"(0.00659, 0.0145]",2.0,"(0.0323, 0.108]",3.0,"(72552, 113143.25]",7.0
46,6.0,40.0,246.0,8610000US95135,91601.0,95135,0.186991869919,0.0243902439024,0.162601626016,"(0.163, 0.201]",5.0,"(0.0202, 0.0273]",4.0,"(0.146, 0.178]",5.0,"(72552, 113143.25]",7.0
95,3.0,92.0,441.0,8610000US95136,58282.0,95136,0.215419501134,0.00680272108844,0.208616780045,"(0.201, 0.25]",6.0,"(0.00659, 0.0145]",2.0,"(0.178, 0.222]",6.0,"(49963, 58591]",5.0
2,1.0,1.0,,,,95137,,,,,,,,,,,
74,34.0,40.0,325.0,8610000US95138,122360.0,95138,0.227692307692,0.104615384615,0.123076923077,"(0.201, 0.25]",6.0,"(0.1, 1]",8.0,"(0.108, 0.146]",4.0,"(113143.25, 1015625]",8.0
11,,11.0,77.0,8610000US95139,63992.0,95139,0.142857142857,,0.142857142857,"(0.111, 0.163]",4.0,,,"(0.108, 0.146]",4.0,"(58591, 72552]",6.0
6,2.0,4.0,15.0,8610000US95140,92950.0,95140,0.4,0.133333333333,0.266666666667,"(0.333, 5]",8.0,"(0.1, 1]",8.0,"(0.222, 0.3]",7.0,"(72552, 113143.25]",7.0
69,1.0,68.0,402.0,8610000US95148,54824.0,95148,0.171641791045,0.00248756218905,0.169154228856,"(0.163, 0.201]",5.0,"[0.000264, 0.00659]",1.0,"(0.146, 0.178]",5.0,"(49963, 58591]",5.0
2,,2.0,13.0,8610000US95150,,95150,0.153846153846,,0.153846153846,"(0.111, 0.163]",4.0,,,"(0.146, 0.178]",5.0,,
1,,1.0,5.0,8610000US95151,,95151,0.2,,0.2,"(0.163, 0.201]",5.0,,,"(0.178, 0.222]",6.0,,
1,,1.0,2.0,8610000US95152,,95152,0.5,,0.5,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
1,1.0,,7.0,8610000US95153,,95153,0.142857142857,0.142857142857,,"(0.111, 0.163]",4.0,"(0.1, 1]",8.0,,,,
2,,2.0,9.0,8610000US95154,,95154,0.222222222222,,0.222222222222,"(0.201, 0.25]",6.0,,,"(0.178, 0.222]",6.0,,
3,,3.0,3.0,8610000US95157,,95157,1.0,,1.0,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
1,,1.0,4.0,8610000US95158,,95158,0.25,,0.25,"(0.201, 0.25]",6.0,,,"(0.222, 0.3]",7.0,,
1,,1.0,8.0,8610000US95159,,95159,0.125,,0.125,"(0.111, 0.163]",4.0,,,"(0.108, 0.146]",4.0,,
3,,3.0,7.0,8610000US95160,,95160,0.428571428571,,0.428571428571,"(0.333, 5]",8.0,,,"(0.3, 4]",8.0,,
3,,3.0,9.0,8610000US95161,,95161,0.333333333333,,0.333333333333,"(0.25, 0.333]",7.0,,,"(0.3, 4]",8.0,,
2,,2.0,20.0,8610000US95164,,95164,0.1,,0.1,"(0.0192, 0.111]",3.0,,,"(0.0323, 0.108]",3.0,,
1,,1.0,3.0,8610000US95170,,95170,0.333333333333,,0.333333333333,"(0.25, 0.333]",7.0,,,"(0.3, 4]",8.0,,
1,,1.0,,,,95172,,,,,,,,,,,
1,,1.0,,,,95181,,,,,,,,,,,
1,,1.0,33.0,8610000US95201,,95201,0.030303030303,,0.030303030303,"(0.0192, 0.111]",3.0,,,"(0.0019, 0.0323]",2.0,,
1,,1.0,305.0,8610000US95203,29311.0,95203,0.00327868852459,,0.00327868852459,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"[18558, 31958.75]",1.0
1,,1.0,413.0,8610000US95204,36921.0,95204,0.00242130750605,,0.00242130750605,"(0.00178, 0.0192]",2.0,,,"(0.0019, 0.0323]",2.0,"(36760, 43085]",3.0
2,2.0,,666.0,8610000US95205,21722.0,95205,0.003003003003,0.003003003003,,"(0.00178, 0.0192]",2.0,"[0.000264, 0.00659]",1.0,,,"[18558, 31958.75]",1.0
